29,31
8,27
15,23
33,66
10,1
69,18
59,63
69,31
10,5
25,26
21,7
61,26
59,62
60,43
23,23
13,1
7,21
19,6
9,5
3,13
6,17
5,9
3,31
68,45
11,38
3,5
28,65
52,61
46,69
13,25
17,10
13,35
7,5
5,13
29,53
49,55
46,61
53,68
36,59
65,45
23,29
44,67
2,23
67,31
65,12
11,9
7,29
63,45
21,25
33,57
21,24
7,27
1,14
65,64
22,39
9,12
65,26
6,1
1,31
61,23
67,17
3,3
41,70
7,41
64,47
69,44
31,60
65,33
31,24
35,55
49,62
23,4
3,16
23,27
38,67
19,15
33,59
19,29
61,41
15,27
68,39
62,37
7,32
69,15
64,11
3,36
69,14
11,37
18,29
11,3
5,23
57,49
2,11
67,54
68,21
67,23
12,19
11,28
12,29
21,18
39,61
51,45
11,35
39,68
24,61
5,37
5,16
61,52
25,31
61,45
10,43
55,57
42,59
63,29
6,25
15,7
39,59
42,65
51,55
59,56
67,62
65,44
63,60
7,48
0,25
55,59
9,10
27,29
8,3
33,56
23,18
40,63
48,57
0,7
23,21
31,63
3,29
16,31
65,18
63,50
9,35
10,13
49,53
69,13
53,45
24,23
13,9
67,22
69,53
49,65
23,16
35,68
68,29
40,67
15,15
66,51
3,38
11,8
62,41
4,7
12,35
30,17
69,59
58,37
22,25
22,23
41,54
12,15
9,7
69,45
47,54
15,20
12,5
64,39
44,65
22,29
70,63
25,15
11,7
57,43
41,51
30,63
15,24
51,69
63,22
55,65
15,4
65,65
13,38
61,55
7,22
7,18
13,6
67,24
19,39
51,70
5,1
31,57
2,9
3,47
9,3
21,37
35,69
23,14
1,11
37,51
3,1
69,65
64,29
48,59
9,31
46,65
19,13
39,69
11,21
67,19
41,67
63,61
70,53
67,13
63,59
25,59
50,67
39,56
69,63
67,29
23,3
21,31
29,55
8,31
19,32
15,2
10,23
23,26
5,21
59,35
12,11
18,13
55,69
9,25
2,29
7,9
23,70
9,13
36,65
1,4
14,27
24,33
40,61
27,15
25,55
57,64
65,68
17,19
8,13
25,35
19,35
9,15
61,44
20,21
25,23
59,41
59,52
47,64
26,21
53,51
7,23
12,3
63,55
33,53
5,12
64,31
66,41
6,21
5,25
69,25
55,67
7,13
11,10
11,27
21,21
51,63
4,1
26,29
15,9
66,35
15,0
52,67
65,53
21,12
21,59
10,25
23,65
59,66
67,63
65,63
23,15
22,13
5,34
5,2
23,19
28,69
60,69
1,23
21,16
65,29
13,5
43,60
13,39
31,70
24,69
13,17
60,47
65,22
5,3
47,58
67,43
18,15
65,35
62,33
3,23
69,41
67,64
68,41
3,37
0,47
29,56
27,9
35,51
36,67
68,69
3,43
52,65
8,5
63,30
68,59
66,31
49,61
34,55
19,9
8,9
69,68
38,65
19,17
17,21
53,41
9,33
20,25
34,65
10,15
65,10
4,27
53,55
5,27
7,37
33,28
31,55
34,51
0,19
25,19
1,43
27,31
37,62
24,13
51,61
70,39
29,58
34,61
31,68
43,61
10,27
1,9
64,53
26,57
51,65
25,65
15,30
63,49
69,35
3,20
4,23
4,29
63,47
63,40
41,63
25,25
11,36
69,67
45,60
35,25
25,33
25,32
23,22
63,63
20,35
19,18
22,31
66,69
17,24
13,23
57,67
49,59
62,53
69,69
3,33
3,9
69,55
47,59
21,14
19,23
42,63
61,46
57,62
33,62
11,2
55,64
67,32
19,27
1,5
2,21
67,57
6,7
59,69
7,19
57,42
23,10
37,65
27,67
61,64
25,20
57,25
48,61
17,25
26,25
5,5
60,17
17,22
33,10
8,1
34,57
65,38
9,8
37,55
32,61
63,64
8,15
55,58
6,35
54,57
23,17
2,17
60,61
42,61
45,62
29,63
5,41
13,8
33,69
23,67
33,61
28,27
18,27
21,41
1,21
37,58
1,42
21,39
1,19
55,66
65,61
59,43
65,37
5,39
8,37
33,67
3,11
29,69
59,59
4,41
54,63
37,57
53,63
67,69
67,35
1,15
27,68
1,44
62,43
61,53
65,43
64,33
65,28
68,65
11,5
67,47
63,46
25,37
27,23
5,40
65,51
7,1
53,10
53,65
8,23
55,61
9,6
26,61
69,28
53,69
41,66
23,69
5,17
15,8
37,67
19,37
56,55
45,61
62,63
49,63
9,34
65,39
1,3
9,23
69,12
3,15
15,25
69,17
1,25
33,23
48,53
1,26
68,15
21,35
20,15
19,19
66,45
17,23
69,11
19,8
41,65
19,31
37,63
67,56
61,59
9,21
23,36
13,31
19,22
46,51
20,41
29,29
21,15
53,67
1,1
22,37
58,65
49,69
29,60
18,25
5,15
6,29
53,61
31,69
43,59
39,57
21,28
69,27
10,21
19,25
69,33
2,35
47,61
56,69
30,67
15,21
19,4
63,11
5,19
53,44
60,63
7,7
5,10
23,35
47,67
61,51
55,55
70,23
11,39
24,39
20,27
64,59
11,20
63,51
61,39
65,66
62,59
11,17
24,35
5,6
3,27
65,19
21,17
68,55
23,33
13,7
43,69
27,27
16,15
58,59
66,13
35,57
5,11
67,66
28,55
67,37
29,26
63,43
67,11
13,15
26,35
15,16
39,53
15,17
61,38
39,64
59,33
5,4
17,5
40,51
7,35
11,19
23,25
44,57
65,59
64,43
45,69
68,35
69,16
15,19
25,27
43,65
17,29
51,57
21,23
18,19
47,55
19,21
33,58
47,57
1,13
55,46
11,11
17,31
13,19
41,68
16,17
1,29
46,67
3,25
14,13
8,35
69,42
13,22
3,39
61,10
0,13
41,61
67,58
31,65
29,23
7,25
25,17
67,60
63,48
43,67
29,57
8,19
45,65
13,33
37,70
0,31
61,50
47,69
14,1
57,65
69,19
33,63
30,55
51,64
1,51
69,38
1,7
11,31
23,59
63,36
11,23
23,13
31,66
4,19
59,37
5,26
58,67
2,33
39,58
63,69
17,36
35,61
3,21
3,44
19,34
7,15
4,3
15,12
29,61
59,42
6,31
28,23
1,46
3,12
13,11
19,20
18,1
62,11
61,68
57,44
60,59
25,67
2,25
68,31
38,61
13,29
13,24
29,67
21,10
59,38
23,20
50,63
16,27
65,69
45,63
21,33
12,23
28,13
29,27
13,28
10,45
9,43
45,67
32,27
66,27
63,65
63,35
66,39
59,70
2,7
7,31
67,21
26,31
53,59
5,7
67,34
64,61
21,34
61,61
14,11
11,15
51,60
4,43
29,10
67,61
7,28
65,62
25,16
68,51
19,33
21,29
61,66
59,61
9,26
45,56
11,13
13,21
70,33
7,3
29,22
64,35
21,19
62,69
67,45
1,37
13,26
21,13
57,41
13,13
67,27
54,59
35,60
69,21
69,61
63,31
18,37
3,17
27,25
17,11
45,59
13,18
55,60
25,58
14,31
23,31
4,9
47,70
37,69
69,43
25,29
33,64
30,25
55,10
69,30
17,27
11,25
66,53
55,63
43,58
17,4
61,65
35,67
5,43
61,67
9,36
51,59
69,26
7,17
37,61
61,43
33,51
53,62
20,37
57,47
37,53
39,51
29,59
69,57
67,25
1,17
59,47
69,66
26,23
35,65
27,57
67,42
65,41
61,48
63,33
49,51
1,2
3,32
61,34
48,67
68,25
15,11
31,59
63,53
7,11
57,55
64,67
1,33
52,57
70,57
57,60
57,39
69,52
60,39
61,49
6,43
0,37
9,29
10,33
35,59
36,55
38,55
62,21
21,27
9,1
61,35
63,37
63,67
17,9
13,27
1,22
57,59
31,62
65,31
2,1
67,39
5,29
63,41
55,53
29,54
57,61
27,33
33,65
16,19
25,28
13,16
46,57
9,37
2,39
15,5
37,59
28,31
67,51
1,47
5,24
7,38
5,38
69,20
35,63
64,51
65,11
53,66
15,3
57,69
43,68
15,22
67,33
39,60
67,53
55,68
29,66
58,53
63,39
67,36
13,34
9,17
59,65
11,1
59,50
50,57
59,48
1,39
27,30
3,30
65,25
1,45
44,63
15,13
23,30
17,13
9,20
69,37
57,46
65,21
59,67
6,39
4,33
36,63
27,24
17,33
35,54
57,63
57,48
69,51
1,34
17,17
69,62
16,13
61,69
63,18
69,23
25,54
27,61
59,57
13,14
44,51
11,33
1,27
43,63
3,18
50,59
47,63
2,41
39,65
2,5
48,65
61,33
20,39
32,55
59,40
56,39
26,55
13,3
22,33
33,68
15,10
51,67
17,28
31,58
7,4
23,37
5,20
9,16
68,11
3,7
3,41
15,33
39,63
6,9
21,11
65,57
1,41
3,14
19,30
66,47
49,68
17,15
1,35
15,6
5,14
57,68
9,11
57,58
14,19
41,69
33,4
29,25
42,23
55,49
47,30
25,60
35,52
37,35
19,54
64,55
54,3
43,29
30,33
55,23
41,3
6,57
2,47
53,53
47,51
7,49
10,69
31,47
6,49
29,47
51,3
55,26
32,47
3,66
25,9
59,13
19,57
43,5
43,12
57,9
51,16
61,20
59,7
39,21
27,19
23,49
57,21
37,21
67,67
27,14
31,53
61,37
21,48
52,41
45,10
63,26
15,53
3,53
58,23
45,32
17,44
48,47
6,51
6,69
38,7
26,43
53,5
47,45
59,5
65,6
5,33
63,19
38,27
47,15
57,45
63,13
34,17
5,52
35,20
55,22
31,1
10,63
15,63
68,49
45,9
23,57
18,53
3,52
27,36
17,49
21,9
3,51
67,0
50,51
35,32
37,1
49,32
32,3
56,37
13,69
38,3
38,31
40,7
59,19
51,21
63,24
31,9
37,20
53,28
47,31
11,47
45,55
17,58
9,45
27,63
0,61
1,64
69,7
63,5
21,43
37,31
49,29
49,41
27,64
51,31
7,63
9,44
35,22
27,7
3,68
43,11
28,19
25,42
16,41
69,29
56,1
61,29
50,41
55,17
66,55
56,53
15,38
14,35
19,51
47,16
21,2
8,41
48,33
41,35
39,45
33,26
31,15
55,41
21,54
53,0
32,39
25,38
10,31
59,6
48,49
39,35
53,49
19,47
22,47
11,45
11,67
26,47
65,20
35,11
12,57
49,23
46,21
29,20
49,43
35,7
17,47
25,6
50,35
37,12
63,3
17,66
25,1
27,51
59,45
23,63
13,49
31,33
62,57
52,37
31,2
43,51
64,23
1,61
35,19
41,7
55,11
52,25
15,43
31,49
15,52
45,51
9,67
27,41
40,33
33,31
29,43
27,59
30,29
17,35
7,61
33,43
55,27
58,11
57,31
31,67
5,53
36,23
43,25
11,59
25,45
7,57
41,44
37,29
40,41
43,31
27,35
5,59
13,53
6,67
31,41
36,37
56,29
33,41
46,35
15,31
31,8
58,1
44,55
14,65
51,51
19,67
55,35
57,26
5,35
61,1
29,0
43,46
24,53
13,48
33,49
7,33
41,24
12,45
58,7
35,48
39,15
49,42
12,53
13,65
20,61
35,41
21,45
15,29
27,52
39,29
33,9
39,14
49,0
18,11
5,55
27,12
44,15
32,31
34,39
23,41
2,49
25,43
49,28
27,39
45,7
47,5
36,33
7,43
19,66
23,51
31,29
17,68
23,5
31,11
45,38
31,6
21,1
49,9
11,41
13,43
24,1
31,19
54,19
50,13
59,51
9,40
66,9
59,27
27,16
35,45
51,24
60,3
52,35
55,5
31,31
39,46
69,3
19,1
12,61
31,3
38,45
17,43
6,63
43,22
37,27
34,29
56,11
41,59
35,31
53,4
38,23
49,1
29,45
41,56
55,19
13,41
28,5
7,67
33,29
21,47
25,51
57,34
39,49
51,34
53,38
38,51
11,49
23,1
66,15
37,36
69,48
49,24
33,13
14,45
44,49
43,52
37,16
53,54
1,57
17,45
48,1
27,62
65,67
23,44
41,10
63,14
27,21
20,59
63,1
33,7
26,3
15,69
45,42
55,52
18,49
37,2
40,47
53,22
13,50
31,7
59,28
53,12
53,43
34,25
42,13
53,57
18,69
17,6
53,29
11,66
51,20
21,5
61,11
11,43
13,44
9,52
7,39
19,62
43,35
44,25
9,51
49,45
57,50
8,53
14,61
57,23
17,61
35,35
33,0
25,53
39,9
50,15
69,49
37,25
15,47
50,27
41,33
27,53
50,47
52,13
34,37
60,23
57,3
45,19
65,55
30,43
11,57
23,9
24,57
23,46
45,27
35,23
45,47
19,5
54,45
1,63
47,40
1,67
41,49
43,42
39,67
45,18
57,14
37,26
51,35
39,19
39,31
9,69
11,64
35,43
59,1
35,13
35,42
70,9
27,69
37,46
45,2
54,53
43,13
65,17
31,37
51,17
41,37
6,11
18,47
41,6
3,45
40,31
61,31
47,2
67,1
48,31
41,36
17,39
45,5
49,7
45,28
27,40
9,61
57,33
4,51
20,51
56,13
11,46
19,41
31,30
19,46
37,40
7,68
7,54
29,11
27,49
30,37
59,31
51,48
41,41
17,63
25,61
51,29
51,43
49,22
37,37
60,13
15,37
